application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings,employment_duration,installment_rate,personal_status,other_debtors,residence_years,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,outcome,default_flag,credit_amount_band,duration_band,age_band,automl_review_score,review_priority
APP-0103,No checking account,6,Past delay,Radio or television,932,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Real estate,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,< 25,58,Medium review
APP-0104,0 to 200 DM,9,Critical or other credit,Furniture or equipment,1919,< 100 DM,4 to 7 years,4,Male single,None,3,Car or other property,35,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,49,Medium review
APP-0105,No checking account,12,Existing paid duly,Used car,2445,Unknown or none,< 1 year,2,Male married or widowed,None,4,Car or other property,26,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,40,Medium review
APP-0106,0 to 200 DM,24,Critical or other credit,Other,11938,< 100 DM,1 to 4 years,2,Male single,Co-applicant,3,Car or other property,39,None,Own,2,Management or highly qualified,2,Phone registered,Foreign worker,Default risk,1,">= 8,000 DM",13 to 24 months,35 to 49,65,High review
APP-0107,No checking account,18,All paid at this bank,New car,6458,< 100 DM,>= 7 years,2,Male single,None,4,Unknown or no property,39,Bank,Own,2,Management or highly qualified,2,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",13 to 24 months,35 to 49,50,Medium review
APP-0108,0 to 200 DM,12,Existing paid duly,New car,6078,< 100 DM,4 to 7 years,2,Male single,None,2,Car or other property,32,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",Up to 12 months,25 to 34,59,Medium review
APP-0109,< 0 DM,24,Existing paid duly,Furniture or equipment,7721,Unknown or none,< 1 year,1,Female divorced or married,None,2,Building society savings or life insurance,30,None,Own,1,Skilled employee,1,Phone registered,Not foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,73,High review
APP-0110,0 to 200 DM,14,Existing paid duly,Business,1410,500 to 1000 DM,>= 7 years,1,Male married or widowed,None,2,Real estate,35,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,35 to 49,40,Medium review
APP-0111,0 to 200 DM,6,Past delay,Business,1449,100 to 500 DM,>= 7 years,1,Male divorced,None,2,Car or other property,31,Bank,Own,2,Skilled employee,2,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,57,Medium review
APP-0112,>= 200 DM,15,Existing paid duly,Education,392,< 100 DM,< 1 year,4,Female divorced or married,None,4,Building society savings or life insurance,23,None,Rent,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,< 25,57,Medium review
APP-0113,0 to 200 DM,18,Existing paid duly,New car,6260,< 100 DM,4 to 7 years,3,Male single,None,3,Real estate,28,None,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,64,High review
APP-0114,No checking account,36,Critical or other credit,New car,7855,< 100 DM,1 to 4 years,4,Female divorced or married,None,2,Real estate,25,Stores,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,56,Medium review
APP-0115,< 0 DM,12,Existing paid duly,Radio or television,1680,500 to 1000 DM,>= 7 years,3,Male married or widowed,None,1,Real estate,35,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,49,Medium review
APP-0116,No checking account,48,Critical or other credit,Radio or television,3578,Unknown or none,>= 7 years,4,Male single,None,1,Real estate,47,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",More than 36 months,35 to 49,40,Medium review
APP-0117,< 0 DM,42,Existing paid duly,Radio or television,7174,Unknown or none,4 to 7 years,4,Female divorced or married,None,3,Car or other property,30,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",More than 36 months,25 to 34,76,High review
APP-0118,< 0 DM,10,Critical or other credit,Furniture or equipment,2132,Unknown or none,< 1 year,2,Female divorced or married,Co-applicant,3,Real estate,27,None,Rent,2,Skilled employee,1,No phone,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,62,High review
APP-0119,< 0 DM,33,Critical or other credit,Furniture or equipment,4281,500 to 1000 DM,1 to 4 years,1,Female divorced or married,None,4,Car or other property,23,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,< 25,74,High review
APP-0120,0 to 200 DM,12,Critical or other credit,New car,2366,500 to 1000 DM,4 to 7 years,3,Male divorced,None,3,Car or other property,36,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,39,Medium review
APP-0121,< 0 DM,21,Existing paid duly,Radio or television,1835,< 100 DM,1 to 4 years,3,Female divorced or married,None,2,Real estate,25,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,73,High review
APP-0122,No checking account,24,Critical or other credit,Used car,3868,< 100 DM,>= 7 years,4,Female divorced or married,None,2,Car or other property,41,None,Rent,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,38,Medium review
APP-0123,No checking account,12,Existing paid duly,Furniture or equipment,1768,< 100 DM,1 to 4 years,3,Male single,None,2,Real estate,24,None,Rent,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,< 25,48,Medium review
APP-0124,>= 200 DM,10,Critical or other credit,New car,781,< 100 DM,>= 7 years,4,Male single,None,4,Unknown or no property,63,None,For free,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,33,Low review
APP-0125,0 to 200 DM,18,Existing paid duly,Furniture or equipment,1924,Unknown or none,< 1 year,4,Female divorced or married,None,3,Real estate,27,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,25 to 34,59,Medium review
APP-0126,< 0 DM,12,Critical or other credit,New car,2121,< 100 DM,1 to 4 years,4,Male single,None,2,Building society savings or life insurance,30,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,66,High review
APP-0127,< 0 DM,12,Existing paid duly,Radio or television,701,< 100 DM,1 to 4 years,4,Male married or widowed,None,2,Real estate,40,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,60,High review
APP-0128,0 to 200 DM,12,Existing paid duly,Repairs,639,< 100 DM,1 to 4 years,4,Male single,None,2,Car or other property,30,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,25 to 34,54,Medium review
APP-0129,0 to 200 DM,12,Critical or other credit,Used car,1860,< 100 DM,Unemployed,4,Male single,None,2,Car or other property,34,None,Own,2,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,64,High review
APP-0130,< 0 DM,12,Critical or other credit,New car,3499,< 100 DM,1 to 4 years,3,Female divorced or married,Co-applicant,2,Real estate,29,None,Own,2,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",Up to 12 months,25 to 34,66,High review
APP-0131,0 to 200 DM,48,Existing paid duly,New car,8487,Unknown or none,4 to 7 years,1,Female divorced or married,None,2,Car or other property,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,< 25,74,High review
APP-0132,< 0 DM,36,Past delay,Education,6887,< 100 DM,1 to 4 years,4,Male single,None,3,Building society savings or life insurance,29,Stores,Own,1,Skilled employee,1,Phone registered,Foreign worker,Default risk,1,"4,000 to 7,999 DM",25 to 36 months,25 to 34,96,High review
APP-0133,No checking account,15,Existing paid duly,Furniture or equipment,2708,< 100 DM,< 1 year,2,Male single,None,3,Building society savings or life insurance,27,Bank,Own,2,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,25 to 34,53,Medium review
APP-0134,No checking account,18,Existing paid duly,Furniture or equipment,1984,< 100 DM,1 to 4 years,4,Male single,None,4,Unknown or no property,47,Bank,For free,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,45,Medium review
APP-0135,No checking account,60,Existing paid duly,Radio or television,10144,100 to 500 DM,4 to 7 years,2,Female divorced or married,None,4,Real estate,21,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,">= 8,000 DM",More than 36 months,< 25,62,High review
APP-0136,No checking account,12,Critical or other credit,Radio or television,1240,Unknown or none,>= 7 years,4,Female divorced or married,None,2,Real estate,38,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,21,Low review
APP-0137,No checking account,27,Past delay,Used car,8613,>= 1000 DM,1 to 4 years,2,Male single,None,2,Car or other property,27,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,">= 8,000 DM",25 to 36 months,25 to 34,63,High review
APP-0138,0 to 200 DM,12,Existing paid duly,Radio or television,766,500 to 1000 DM,1 to 4 years,4,Male single,None,3,Real estate,66,None,Own,1,Unskilled resident,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,50+,40,Medium review
APP-0139,0 to 200 DM,15,Critical or other credit,Radio or television,2728,Unknown or none,4 to 7 years,4,Male single,Guarantor,2,Real estate,35,Bank,Own,3,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,46,Medium review
APP-0140,>= 200 DM,12,Existing paid duly,Radio or television,1881,< 100 DM,1 to 4 years,2,Female divorced or married,None,2,Car or other property,44,None,Rent,1,Unskilled resident,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,44,Medium review
APP-0141,>= 200 DM,6,Existing paid duly,New car,709,>= 1000 DM,< 1 year,2,Male married or widowed,None,2,Real estate,27,None,Own,1,Unemployed or unskilled nonresident,1,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,25 to 34,35,Medium review
APP-0142,0 to 200 DM,36,Existing paid duly,Radio or television,4795,< 100 DM,< 1 year,4,Female divorced or married,None,1,Unknown or no property,30,None,Own,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,76,High review
APP-0143,< 0 DM,27,Existing paid duly,Radio or television,3416,< 100 DM,1 to 4 years,3,Male single,None,2,Car or other property,27,None,Own,1,Management or highly qualified,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",25 to 36 months,25 to 34,78,High review
APP-0144,< 0 DM,18,Existing paid duly,Furniture or equipment,2462,< 100 DM,1 to 4 years,2,Male single,None,2,Car or other property,22,None,Own,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"1,500 to 3,999 DM",13 to 24 months,< 25,77,High review
APP-0145,No checking account,21,Critical or other credit,Furniture or equipment,2288,< 100 DM,< 1 year,4,Female divorced or married,None,4,Building society savings or life insurance,23,None,Own,1,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,< 25,55,Medium review
APP-0146,0 to 200 DM,48,All paid at this bank,Business,3566,100 to 500 DM,4 to 7 years,4,Male single,None,2,Car or other property,30,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",More than 36 months,25 to 34,70,High review
APP-0147,< 0 DM,6,Critical or other credit,New car,860,< 100 DM,>= 7 years,1,Female divorced or married,None,4,Unknown or no property,39,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,53,Medium review
APP-0148,No checking account,12,Critical or other credit,New car,682,100 to 500 DM,4 to 7 years,4,Female divorced or married,None,3,Car or other property,51,None,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,50+,25,Low review
APP-0149,< 0 DM,36,Critical or other credit,Furniture or equipment,5371,< 100 DM,1 to 4 years,3,Male single,Guarantor,2,Building society savings or life insurance,28,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,25 to 34,80,High review
APP-0150,No checking account,18,Critical or other credit,Radio or television,1582,>= 1000 DM,>= 7 years,4,Male single,None,4,Car or other property,46,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,25,Low review
APP-0151,No checking account,6,Existing paid duly,Radio or television,1346,100 to 500 DM,>= 7 years,2,Male single,None,4,Unknown or no property,42,Bank,For free,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,25,Low review
APP-0152,No checking account,10,Existing paid duly,Radio or television,1924,< 100 DM,1 to 4 years,1,Male single,None,4,Building society savings or life insurance,38,None,Own,1,Skilled employee,1,Phone registered,Not foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,35 to 49,40,Medium review
APP-0153,>= 200 DM,36,Existing paid duly,Radio or television,5848,< 100 DM,1 to 4 years,4,Male single,None,1,Car or other property,24,None,Own,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",25 to 36 months,< 25,66,High review
APP-0154,0 to 200 DM,24,Critical or other credit,Used car,7758,>= 1000 DM,>= 7 years,2,Female divorced or married,None,4,Unknown or no property,29,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,25 to 34,47,Medium review
APP-0155,0 to 200 DM,24,Past delay,Business,6967,100 to 500 DM,4 to 7 years,4,Male single,None,4,Car or other property,36,None,Rent,1,Management or highly qualified,1,Phone registered,Foreign worker,Good credit,0,"4,000 to 7,999 DM",13 to 24 months,35 to 49,68,High review
APP-0156,< 0 DM,12,Existing paid duly,Furniture or equipment,1282,< 100 DM,1 to 4 years,2,Female divorced or married,None,4,Car or other property,20,None,Rent,1,Skilled employee,1,No phone,Foreign worker,Default risk,1,"< 1,500 DM",Up to 12 months,< 25,68,High review
APP-0157,< 0 DM,9,Critical or other credit,Repairs,1288,100 to 500 DM,>= 7 years,3,Male single,Guarantor,4,Real estate,48,None,Own,2,Skilled employee,2,No phone,Not foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,47,Medium review
APP-0158,< 0 DM,12,All paid at this bank,Retraining,339,< 100 DM,>= 7 years,4,Male married or widowed,None,1,Car or other property,45,Bank,Own,1,Unskilled resident,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",Up to 12 months,35 to 49,61,High review
APP-0159,0 to 200 DM,24,Existing paid duly,New car,3512,100 to 500 DM,4 to 7 years,2,Male single,None,3,Car or other property,38,Bank,Own,2,Skilled employee,1,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,50,Medium review
APP-0160,No checking account,6,Critical or other credit,Radio or television,1898,Unknown or none,1 to 4 years,1,Male single,None,2,Real estate,34,None,Own,2,Unskilled resident,2,No phone,Foreign worker,Good credit,0,"1,500 to 3,999 DM",Up to 12 months,25 to 34,34,Low review
APP-0161,No checking account,24,Critical or other credit,Radio or television,2872,100 to 500 DM,>= 7 years,3,Male single,None,4,Real estate,36,None,Own,1,Skilled employee,2,Phone registered,Foreign worker,Good credit,0,"1,500 to 3,999 DM",13 to 24 months,35 to 49,32,Low review
APP-0162,No checking account,18,Critical or other credit,New car,1055,< 100 DM,< 1 year,4,Female divorced or married,None,1,Building society savings or life insurance,30,None,Own,2,Skilled employee,1,No phone,Foreign worker,Good credit,0,"< 1,500 DM",13 to 24 months,25 to 34,47,Medium review
